id,g_number_of_nodes,g_number_of_arcs,g_min_cost,g_max_cost,g_sum_cost,g_mean_cost,g_std_cost,g_min_cap,g_max_cap,g_sum_cap,g_mean_cap,g_std_cap,g_supply,g_number_of_supply_nodes,g_arcs_source_sink,mst_sum_cost,mst_mean_cost,mst_std_cost,mst_sum_cap,mst_mean_cap,mst_std_cap,NS,CS2,SSP,CAS,Minimum
NETGEN_13,2219,5113,2,10000,36926615,0.7222103461764131,0.3252473908004625,1,38756,87435767,0.4412395003481742,0.4893097476778967,38756.0,1,8,9390801,0.4233904869251578,0.2694540508224587,5157288,0.0599958064610095,0.2107148613457831,47000.0,31000.0,430000.0,242500.0,CS2
GRIDGRAPH_18,4842,9647,1,10000,48386768,0.5015732144708199,0.2891014913343774,1,1000,4822871,0.499934798382917,0.2881980181155171,856.0,1,89,13098996,0.3027010933361624,0.195168648278704,2417581,0.4993970254079735,0.2883496927772953,6583.333333333333,58500.0,37600.0,21181.81818181818,NS
GOTO_14,3667,31163,0,9999,75296281,0.2416449359212467,0.3135594838272652,1,16569,69023834,0.1336791025696497,0.316658683618483,16569.0,1,3,8139,0.0004440261865793,0.0165119240930331,1632211,0.4456750804268535,0.3111889653273835,98666.66666666667,229000.0,14364333.333333334,875000.0,NS
NETGEN_14,1113,54737,1,10000,279504068,0.5106309589491569,0.2939460773937398,1,6577,34130162,0.0948046232514793,0.1374580323668838,6577.0,1,2,149215,0.1376268216196274,0.1187454243365849,557845,0.5016591726618705,0.2918562426789642,23600.0,31000.0,62333.333333333336,20567333.333333332,NS
GOTO_16,4239,150663,0,9999,508777181,0.3377259604590248,0.3312350924284101,1,159494,704203918,0.02930538802926,0.1648492847989215,159494.0,1,3,6022,0.0002841906559697,0.0153587469930429,1935794,0.4572278744057885,0.3139331105440818,485000.0,1344000.0,60000000.0,24547000.0,NS
GRIDGRAPH_19,970,1914,6,10000,9631955,0.5032369383490073,0.290548923106089,1,1000,963934,0.5036227795193312,0.2854156180915499,1868.0,1,45,2664700,0.2900483493737787,0.1868103618408907,491196,0.5069102167182663,0.27994458980861,794.8717948717949,4006.711409395973,8761.904761904761,5343.75,NS
GRIDGRAPH_20,4333,8652,3,10000,43239128,0.4997587609801202,0.2876737060769442,1,1000,4319177,0.499211396208969,0.2884890177390218,986.0,1,72,11641103,0.3069722671034331,0.1917450496778875,2162248,0.4991338873499538,0.2883988619750252,7900.0,24833.333333333332,31000.0,24272.727272727272,NS
GOTO_15,2616,114412,0,9999,426251814,0.3725959195227288,0.3292883120544394,1,270149,725575708,0.0234751184655317,0.1491772532244015,270149.0,1,3,6032,0.0004613384321223,0.0195511249334331,1206705,0.4619169839055116,0.3060738136033392,407000.0,796500.0,60000000.0,22976500.0,NS
GOTO_17,1137,22266,0,9999,86144548,0.3869269887556437,0.3257303174498348,1,53235,63748240,0.0537809829935112,0.2190363640704968,53235.0,1,3,5944,0.0010464788732394,0.0296521563284293,495521,0.4370722077958734,0.3227945743923092,31000.0,203000.0,11867000.0,882500.0,NS
NETGEN_15,4522,33552,1,10000,190918978,0.5690241356700048,0.3174045673254445,1,71195,336550246,0.1408905955330392,0.3390915208536146,71195.0,1,4,4401328,0.1498660329518623,0.1259763468973544,2250003,0.4976781685467817,0.2906173556565595,328000.0,94000.0,4585500.0,17312000.0,CS2
GRIDGEN_14,4798,172169,1,20000,926533323,0.2690766987669092,0.1855695460915762,1,457447,2108698708,0.0267743410547252,0.1580885502665187,457447.0,563,2,866466,0.0090313320825515,0.0160184807720041,2871787,0.0013087048833746,0.0144349645454296,140333.33333333334,338000.0,8202666.666666667,1792000.0,NS
NETGEN_17,4576,34029,1,10000,193233882,0.5678506038966763,0.3179001699182189,1,46507,227588221,0.1438077424564333,0.3375303818392127,46507.0,1,4,4529225,0.120672176440654,0.1043817634310418,2302285,0.5032316939890711,0.2870704711197822,289000.0,78000.0,2578000.0,6914000.0,CS2
NETGEN_16,450,38139,1,10000,192826239,0.5055880830645796,0.2908192859302457,1,2768,20100429,0.1904013130703676,0.1361408180345764,2768.0,1,2,35776,0.1848707362067807,0.1600393572216872,217834,0.4871020831656246,0.2911094305717546,7291.666666666667,14266.666666666666,11137.5,3306000.0,NS
GRIDGEN_15,4213,17659,2,20000,103663122,0.293513568152217,0.2281556017824851,1,289649,320256183,0.0626122604547621,0.2388978181648076,289649.0,898,2,11263241,0.133704190408357,0.0869295850311577,2409464,0.0019749679211073,0.0154114949159061,15500.0,46500.0,188000.0,421500.0,NS
GRIDGRAPH_22,4309,8600,1,10000,42692746,0.4964272790697674,0.2864291125015236,1,1000,4332377,0.5037647674418605,0.2887891954922923,1426.0,1,74,11478709,0.3042720088420575,0.1948492164630813,2181694,0.5064285051067781,0.2856391776029719,8000.0,32000.0,47000.0,31000.0,NS
GRIDGRAPH_23,3674,7323,1,10000,36170048,0.4939239109654513,0.2879052008588543,1,1000,3689224,0.5037858801037827,0.2901255672485088,1057.0,1,73,9618224,0.3128588905250331,0.1995077427741138,1860020,0.506403484889736,0.2916662935611963,7272.727272727273,16000.0,26166.666666666668,21111.11111111111,NS
GRIDGRAPH_24,2351,4646,2,10000,23156489,0.4984177572105036,0.2863359702770893,1,1000,2328932,0.5012767972449419,0.2868902746893127,1100.0,1,82,6386401,0.304052075051299,0.193146235174747,1160417,0.4937944680851063,0.2859990921932364,3375.0,8669.642857142857,15500.0,15666.666666666666,NS
NETGEN_18,3343,91357,1,10000,473010158,0.5177601694451438,0.2984519217426338,1,25806,130371131,0.0552992078956223,0.1844424545618755,25806.0,1,3,785434,0.1127731047070323,0.1057026291139704,1695762,0.5074093357271096,0.2926368094120051,234000.0,109500.0,1398000.0,60000000.0,CS2
GRIDGEN_16,4713,159724,1,19996,853531012,0.2672427914247295,0.1824786440580977,1,12711,126030321,0.0620762031757555,0.1474623275606356,12711.0,2076,1,934782,0.0099211480666252,0.0164209035483741,2368899,0.0395513711570756,0.0266020756291197,62500.0,258000.0,1445500.0,883000.0,NS
GRIDGEN_18,2539,32941,1,19998,200603895,0.3045201381192732,0.2399489655090976,1,59636,159031600,0.0809539684596249,0.25825300075372,59636.0,939,2,1482149,0.0292020730835888,0.0302602899106426,1338750,0.0088450310132058,0.0202692372197877,23000.0,47000.0,726500.0,203000.0,NS
GOTO_18,193,3283,0,9994,10407291,0.3171958307485252,0.3204306360836624,1,26575,5725263,0.0656222754753886,0.2305220613837434,26575.0,1,2,5355,0.005578125,0.0719696850288442,79508,0.4153502173186225,0.3197262363954727,0.0,12500.0,286333.3333333333,42000.0,NS
GRIDGEN_19,559,145275,1,19998,732390358,0.2520955444365637,0.1478218723615602,1,52737,87745449,0.0114529745500042,0.0442431637312043,52737.0,25,2,37664,0.0033752479190571,0.0422443216522713,337214,0.0114592442663509,0.0422490478364245,21000.0,156000.0,367000.0,198000.0,NS
GRIDGEN_17,4118,135435,1,19998,739362062,0.272985567098815,0.1915211465694117,1,281160,1216400230,0.0319442022499775,0.1708725607733868,281160.0,3194,2,856920,0.0104081333564495,0.0175287048970043,2319494,0.0020038206682727,0.0155892271137069,94000.0,234666.66666666666,7531000.0,5416333.333333333,NS
GOTO_19,4152,134887,0,9999,498730873,0.3697767398452835,0.3295952107429619,1,160794,689812867,0.0318047038620598,0.172356662607375,160794.0,1,3,6110,0.0002943868947241,0.0155187999944519,1910912,0.4608106058359009,0.309321281788638,445500.0,1219000.0,60000000.0,19507000.0,NS
NETGEN_21,2889,32547,1,10000,177323224,0.5448220235351953,0.3110507736557744,1,48052,153659034,0.0982507029496427,0.281500276198442,48052.0,1,4,1772479,0.1288556090547927,0.1133153040996509,1442735,0.4995619806094183,0.2892338042601955,156000.0,55000.0,1929500.0,5820500.0,CS2
GRIDGEN_20,1297,179263,1,19996,914548961,0.255136840112426,0.1564422826960116,1,49745,151639824,0.0170048645255864,0.0827065496845496,49745.0,919,1,82711,0.0031916491322955,0.0277724361387209,695844,0.0107933795691359,0.0281142400165851,31000.0,172000.0,968500.0,516000.0,NS
GOTO_20,1543,76042,0,9999,289613541,0.3808980632420571,0.3281266786257021,1,323583,509857173,0.0207209329620738,0.1405622978033005,323583.0,1,3,5485,0.0007114137483787,0.0254562071392873,671235,0.4361739042286908,0.3200938055157117,250000.0,445500.0,60000000.0,10851500.0,NS
GRIDGRAPH_25,1982,3959,2,9999,19630929,0.4959053369342996,0.2877504123007559,1,1000,1984785,0.501334933063905,0.2879467320614425,72.0,1,46,5227906,0.2857632620889243,0.1830637107761392,984511,0.4969767794043412,0.2857354185171669,1696.774193548387,3081.9277108433735,627.9627962796279,1019.1415313225058,SSP
GRIDGRAPH_29,3702,7337,1,10000,36777399,0.5012593566852938,0.2889506765091802,1,1000,3671320,0.5003843532779065,0.2878188707286586,1401.0,1,101,10035618,0.3165533884330471,0.2009161246681865,1842101,0.4977306133477438,0.2870414056453391,7875.0,21875.0,52750.0,31750.0,NS
GRIDGEN_21,3907,31241,2,19998,186257633,0.2981278778305153,0.2310855110910525,1,150109,316020923,0.0673882500306661,0.2444323683045105,150109.0,1575,2,4196263,0.0537209762962983,0.0440893095835214,2076462,0.0035414818227479,0.0160634950253718,20666.666666666668,72666.66666666667,1898000.0,723666.6666666666,NS
GRIDGEN_22,2297,133942,1,19998,701904732,0.2620443660289339,0.1708021473782863,1,116959,312664245,0.0199584952072868,0.1239810311248164,116959.0,43,2,271544,0.0059140060347498,0.0211908699425219,1260062,0.0046923066312912,0.0209235760199687,54500.0,171000.0,1828000.0,679500.0,NS
GRIDGEN_23,3265,45628,1,19998,263167673,0.2884128083624528,0.2169910533282864,1,65336,174198325,0.0584332442511412,0.2187106489862187,65336.0,1751,2,1738042,0.0266270806002168,0.0270471973469336,1684456,0.0078987247219201,0.0179227807258094,32000.0,149000.0,1172000.0,555000.0,NS
GOTO_21,3951,117461,0,9999,309304008,0.2633511901772924,0.3237342992378229,1,84341,364492588,0.0367922427054244,0.1795506973072972,84341.0,1,3,6356,0.0003218227848101,0.0159110942814885,1833237,0.4645752081195119,0.3037599477029392,328000.0,3329000.0,60000000.0,13360000.0,NS
GRIDGEN_24,3627,97623,1,19998,503507713,0.2579095442707562,0.1624786109915768,1,45868,94249819,0.02104837494348,0.0998380961724581,45868.0,398,2,920639,0.0126962365293341,0.0192818468451401,1854173,0.0111484027332611,0.01758640140869,36333.333333333336,125000.0,1088666.6666666667,426666.6666666667,NS
NETGEN_23,3438,150535,1,10000,771345985,0.5124030856611419,0.2950389472613418,1,164794,640234690,0.0258083547468757,0.1489445601587048,164794.0,1,3,510900,0.1055732073425556,0.091351497150998,1700060,0.4946348559790515,0.286606804194741,664000.0,547000.0,24687500.0,60000000.0,CS2
GRIDGEN_25,3855,53884,1,20000,320464714,0.2973653719100289,0.2304214445984278,1,13725,72459298,0.0979765046117416,0.2362529419282056,13725.0,1865,2,2109187,0.0273636092371562,0.0264169234831452,1958224,0.0370201612026584,0.0260809640599883,31500.0,187000.0,656000.0,274000.0,NS
GRIDGEN_26,1857,38819,1,19998,218927520,0.2820132086626319,0.2068860145048293,1,112604,203534036,0.0465627779913501,0.2004534212423454,112604.0,1141,1,645121,0.0173810753920219,0.0264703998667926,1037841,0.0049659121636519,0.0232424146769265,16000.0,46000.0,813000.0,265000.0,NS
GRIDGRAPH_30,4714,9410,2,9999,47018270,0.4997127768037165,0.2891676991997208,1,1000,4728475,0.5024946865037194,0.289088018219061,1017.0,1,77,12613056,0.2991199963402844,0.1900802715549155,2381397,0.5052826225334182,0.2874951037126902,9692.307692307691,21900.0,31000.0,26571.428571428572,NS
GOTO_22,2682,77257,0,9999,315375128,0.4082564281124903,0.3229404868904723,1,141942,390075628,0.0355713261197388,0.182443019346997,141942.0,1,3,6662,0.0004969787392763,0.0193077456857163,1214275,0.4538263397365413,0.3144047854300709,211000.0,445500.0,60000000.0,9031500.0,NS
GOTO_23,2276,116307,0,9999,485415140,0.4173985111546483,0.321460519542769,1,410709,950637125,0.0199009907171687,0.1384055178775368,410709.0,1,2,973,0.1069230769230769,0.1633151898192491,1038245,0.4568282568282568,0.3070266452848475,437500.0,703000.0,60000000.0,14945500.0,NS
GOTO_24,4044,68515,0,9999,182015885,0.265685015556945,0.3230812535019545,1,39384,177222283,0.06567692971654,0.23363182546075,39384.0,1,3,8704,0.0004305713579025,0.0157628710340236,1925396,0.4767062387641165,0.3042811738355593,187500.0,500000.0,55101500.0,3812500.0,NS
GRIDGRAPH_32,2402,4780,2,10000,23636623,0.494490020920502,0.2871964565950504,1,1000,2411200,0.5044351464435146,0.2927940037623798,140.0,1,61,6370289,0.3080438396614128,0.197114189037121,1220054,0.5081441066222407,0.2919217473859731,2467.5324675324673,18888.88888888889,1683.9622641509434,4039.1304347826085,SSP
GRIDGEN_27,4325,30262,1,19998,192544244,0.3181605649825441,0.256598473363365,1,76420,225430677,0.0974783916700889,0.2865025790431342,76420.0,382,2,5601897,0.064783270648989,0.0525853704979683,2224548,0.0067320768110212,0.0155712357394341,35272.72727272727,58142.857142857145,812666.6666666666,406333.3333333333,NS
GOTO_25,4664,165567,0,9999,560997590,0.3388680687392638,0.3322167180805305,1,178045,863491763,0.0292923785188989,0.1652192521344603,178045.0,1,3,5937,0.0002546429337336,0.0146423631429101,2147694,0.4610430718086734,0.3062615762783911,562000.0,4265000.0,60000000.0,28219000.0,NS
GOTO_26,4944,32568,0,9999,101307596,0.3110959462440962,0.3239174459912777,1,17161,90844683,0.1625420875348583,0.3539790257772408,17161.0,1,3,16712,0.0006761885494638,0.0142202283837039,1924160,0.3896593336204908,0.3295303230789248,141000.0,265500.0,16039000.0,742000.0,NS
GRIDGRAPH_33,4022,7936,1,9999,39665685,0.4998696064162868,0.2879385533789391,1,1000,3964245,0.499526839717742,0.2901968308588442,533.0,1,135,10914525,0.2907123006379941,0.1856452053008427,2013947,0.5008572494404377,0.29079091696441,0.0,15500.0,15500.0,15500.0,NS
GRIDGEN_28,4930,172060,1,20000,911077205,0.264755668080902,0.1782097011860605,1,103588,449289907,0.0252079364840976,0.1409421253148684,103588.0,2972,2,917354,0.0093056806654493,0.0159422228581025,2567853,0.0050292345694309,0.0144428572620729,93500.0,304500.0,5617500.0,2890500.0,NS
NETGEN_26,4449,199049,1,10000,1020040932,0.5124571999859331,0.2945187414759839,1,134717,696820599,0.0259859487426599,0.1472888871570141,134717.0,1,2,650179,0.107559482215552,0.0952109346998412,2202295,0.4951202787769784,0.289511043797741,890500.0,460500.0,25500500.0,60000000.0,CS2
GRIDGEN_29,4873,87591,1,19996,495760417,0.2830539604056259,0.2090413472881427,1,352404,1407116545,0.0455858183594246,0.2053114505583814,352404.0,1179,2,1957282,0.0200910666533963,0.0214553408440035,2787683,0.0016236606957058,0.0143284365509384,78000.0,156000.0,3945500.0,1273000.0,NS
GRIDGRAPH_36,4866,9608,2,10000,47677701,0.4962291944213156,0.289477896777684,1,1000,4823772,0.5020578684429642,0.2875993601293826,966.0,1,153,12995451,0.2938304861555701,0.1893750154934091,2426791,0.498826515930113,0.2864181778020129,8545.454545454546,26700.0,74250.0,34800.0,NS
GOTO_27,2787,113351,0,9999,378827467,0.3342408567505832,0.3317330368158317,1,176651,515575482,0.0257484327892245,0.1546305004987462,176651.0,1,2,805,0.057788944723618,0.1106269737223557,1265439,0.4546682360752713,0.30438683797251,297000.0,734500.0,60000000.0,15539000.0,NS
