NETGEN_3 1350 76492 1 10000 390616837 0.51066364717879 0.294257816214688 1 88015 156604788 0.023261211295920323 0.13095943321240738 88015.0 1 3 159045 0.08506381189850426 0.07677459331633636 675785 0.5009525574499629 0.2861053771816317
GRIDGEN_2 1849 160644 1 19998 821109946 0.2555937555111055 0.1580130123613977 1 151604 269273575 0.011056522823134837 0.08763281214203417 151604.0 426 2 160628 0.0043464303140270735 0.02336092317645184 1091794 0.0038969790971717043 0.023253499029097326
NETGEN_7 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GOTO_2 3770 74269 0 9999 169932891 0.22883017946734016 0.313315896416413 1 41730 178199599 0.05749773823167799 0.21773702820095275 41730.0 1 3 6002 0.00031849296895728314 0.016286008992187823 1707758 0.4535599542232601 0.3045536610138422
GRIDGEN_7 913 67492 1 19996 344561743 0.25531223636418154 0.1585830625729128 1 5406 36386093 0.09972569829681681 0.09629978976541424 5406.0 110 2 101304 0.005555058380097072 0.03313900368907401 457982 0.09289183233703942 0.06127675989746784
GOTO_8 1878 105041 0 9999 409596068 0.38997822917067654 0.3265063993022421 1 470495 898204503 0.0181744538032067 0.132220259105081 470495.0 1 3 5752 0.0006128929142248269 0.023074227447342107 849096 0.4528214949099339 0.31154048341185187
GRIDGEN_4 1185 173338 1 20000 881247562 0.2541991836758241 0.1559279816473903 1 74262 168766994 0.013110736601665486 0.07950143838013866 74262.0 704 2 69953 0.002954096283783784 0.02903498345183207 668496 0.0076029208492648746 0.02911453662174645
NETGEN_9 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
NETGEN_10 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GOTO_5 3695 171666 0 9999 619708208 0.36103257780719644 0.3311776262606656 1 293077 1111291218 0.022088277878479477 0.14472225952816778 293077.0 1 3 6428 0.0003480238224147266 0.016452677463432184 1735584 0.4703089662483274 0.30619516026236354
GRIDGEN_5 3041 141897 1 19998 738952426 0.260409426778883 0.16750053759726527 1 26693 121803947 0.032158128148333014 0.11430394877418697 26693.0 35 2 453162 0.007454067775198573 0.01889597973013853 1552226 0.01912863514384808 0.02090656146657489
NETGEN_6 2605 73125 1 10000 379078489 0.5183979336752137 0.29845512449925715 1 33118 121576927 0.05020201868170948 0.18274983659077096 33118.0 1 3 597970 0.11289831693771174 0.10201655891561566 1314888 0.5064687149004617 0.288827610593276
NETGEN_11 Features not determined due to ERROR: Parsing not possible Encountered unknown cs2 problem! Aborting: line 128694 of input - unbalanced problem
GRIDGRAPH_7 3313 6588 3 9992 32866029 0.49927660707801214 0.29086983130407995 1 1000 3268255 0.4960921372191864 0.28839155867687233 1640.0 1 78 8840535 0.289631473461403 0.1873303416342661 1631367 0.4925625 0.28967324746453293
GRIDGEN_6 4798 81474 1 20000 459958181 0.2822729834057491 0.20731958747572535 1 304313 1103892177 0.04452327594429215 0.20243416228745725 304313.0 1727 1 2022419 0.02108003960808839 0.022053681953340065 2734429 0.0018731666949608156 0.014443748094102715
GRIDGRAPH_8 4786 9528 1 9999 47412559 0.4976626860838897 0.2883721154806293 1 1000 4732342 0.4966773719563392 0.28857386388996037 553.0 1 93 12796197 0.31599094268727196 0.20377585041131088 2379766 0.49733876698014634 0.28857408454212596
GRIDGRAPH_9 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
NETGEN_8 2588 153488 1 10000 779746670 0.508018001407276 0.29334943653045686 1 80451 283687982 0.022973917868310323 0.12800065819344061 80451.0 1 2 298140 0.12948927871857124 0.11742529418045726 1318869 0.5098063393892539 0.2873584503736975
GOTO_14 3132 94199 0 9999 373233080 0.39625729258347125 0.32612325527723945 1 140818 453889226 0.034217274174720744 0.17872911899282187 140818.0 1 3 6353 0.00040581283934845096 0.017867466354982913 1431966 0.4582675411506501 0.30905152079275816
GOTO_9 2439 137370 0 9999 519580897 0.3782724468850758 0.32896796338717466 1 442869 1102382299 0.018120286137397572 0.1319014548941406 442869.0 1 3 5592 0.0004587366694011485 0.020247801903294844 1113089 0.45701525972239676 0.31244498216265176
GRIDGEN_8 2641 143810 1 20000 756590607 0.2630521545789583 0.17324420894536566 1 185358 529019544 0.019845922713787965 0.1296342366068315 185358.0 1267 1 332639 0.006299981060606061 0.01992487455284502 1492809 0.0030506261102593605 0.019467797969706012
GOTO_13 1543 97115 0 9999 401683122 0.413657307655288 0.32256106394994927 1 745881 1160562127 0.01602184533744485 0.12469744478505332 745881.0 1 2 5916 0.0007673151750972763 0.025456259281970026 705413 0.4579242017633717 0.30798038072163464
GOTO_10 3824 166564 0 9999 644269875 0.38683887780723514 0.3283941580114011 1 284911 1117743453 0.023553300659425624 0.14966140400082295 284911.0 1 3 3157 0.016852882926646984 0.06506416554722698 1796784 0.47046366272105217 0.2996501187445442
GRIDGEN_9 3346 123227 1 20000 656750470 0.26647993946131937 0.17892518298635388 1 173976 517588595 0.02414290253315374 0.14406389972802858 173976.0 1172 1 617112 0.009224394618834082 0.018592833169297152 1826963 0.0031393829006395946 0.01731560737541877
GOTO_11 1121 52035 0 9999 200751334 0.38583916813897207 0.3264722057978116 1 310015 353059860 0.021886185618548933 0.14440828178029516 310015.0 1 3 5508 0.0009835714285714285 0.02986497497239937 496553 0.44379468754468754 0.3148379308530511
GOTO_15 4672 107890 0 9999 365916526 0.339190954965364 0.3310421800180034 1 84793 416552355 0.045533223812931 0.20283954516255046 84793.0 1 3 6443 0.00027587240419610365 0.014629657800226726 2142584 0.4591583662446433 0.306656718211701
GRIDGRAPH_11 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
GRIDGRAPH_10 3824 7595 2 10000 37785668 0.4975071494404213 0.288920690476395 1 1000 3768659 0.4962026333113891 0.2886182795264447 1575.0 1 92 10255829 0.3048829622014035 0.1977344942026864 1890164 0.49441904263667275 0.28889325134138727
GRIDGRAPH_13 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
NETGEN_12 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GRIDGEN_12 1729 66762 1 19996 348033256 0.260704350210685 0.168278384658065 1 130716 155192826 0.017783349072737303 0.11708122778768566 130716.0 717 2 322689 0.009338933758974018 0.02493535994455325 1008922 0.004466682717862757 0.024058253800550346
GRIDGRAPH_14 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
GRIDGRAPH_15 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
GRIDGRAPH_16 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GRIDGRAPH_17 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GRIDGEN_14 2329 69454 1 19998 365725298 0.2633123176400342 0.17299599237829089 1 67090 113690297 0.024398793222400784 0.12866034965639206 67090.0 212 1 522582 0.011224962702455812 0.02245320104973436 1263856 0.008092017749148576 0.021016172855599664
GRIDGRAPH_18 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
GRIDGEN_11 1381 160145 1 19998 817192301 0.2551668888828375 0.1557935818823883 1 70170 152112039 0.013536261247639366 0.07958954659828088 70170.0 123 1 98729 0.0035774954307024906 0.026925588251140695 754217 0.007788713951418191 0.0270443011136827
GRIDGEN_15 1114 112682 1 19996 567731800 0.251968091209694 0.14894368299377297 1 16717 61573257 0.032687314200537713 0.05379864338308351 16717.0 88 1 91090 0.004092912023554756 0.029963943034727596 580973 0.031224999692303905 0.0339268720750754
GRIDGRAPH_12 4142 8201 1 10000 40853705 0.49815516400438975 0.28918906270217615 1 1000 4137622 0.5045265211559565 0.29004299503456293 1465.0 1 116 11118809 0.2978099038613797 0.19379792143374688 2103685 0.5080137647911133 0.2888841794170481
GOTO_16 4030 126581 0 9999 482729360 0.3813981859550615 0.3284348958969307 1 171945 713653179 0.0327890724188681 0.17535526608720708 171945.0 1 2 1304 0.08091337800943162 0.13756673397511882 1848392 0.45923113483302114 0.3069205389419668
GOTO_0 1964 126089 0 9999 508433146 0.40327387353332955 0.325346625842312 1 691302 1376542374 0.015792270383690417 0.12373850212208974 691302.0 1 2 623 0.0793428425878757 0.13720678413735787 884100 0.45083290116402697 0.3079917410383683
GOTO_22 277 3872 0 9990 11650448 0.30119086028176933 0.3235045179610427 1 14635 4810889 0.08489796127250704 0.25224492150133687 14635.0 1 3 5349 0.003876086956521739 0.06006913294291984 104251 0.38115137688471606 0.32436815940062214
GRIDGRAPH_20 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GRIDGRAPH_21 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GRIDGEN_16 1891 131748 1 19998 674779032 0.25611262282982106 0.15926006841530752 1 110456 186318752 0.01280333837833323 0.09041304879247247 110456.0 617 1 188790 0.004994943938838328 0.023215955516668656 1059403 0.005074696601639457 0.023041366320510306
GRIDGRAPH_22 4322 8628 3 10000 43540800 0.5046453407510431 0.2888984248803015 1 1000 4286996 0.49687019007881317 0.29028778636383873 1800.0 1 73 11828327 0.29920264497134774 0.1916833728299256 2155836 0.4989206202267994 0.2888675403370692
GRIDGEN_13 2953 195751 1 19998 1023084920 0.26134917285834364 0.16842316368720933 1 152152 518943245 0.01742361268369605 0.11786393137013347 152152.0 634 2 310555 0.0052606039736765005 0.01872603092612154 1633268 0.003636331219771528 0.01843879145673262
GRIDGRAPH_23 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GRIDGEN_17 4425 26546 2 19998 164146605 0.3092048167372301 0.24657033326471178 1 63876 148284696 0.08744994262668106 0.26956607698922797 63876.0 265 2 6914049 0.07815032181337483 0.05934888961646989 2278134 0.008061696333662747 0.015579933752420767
GRIDGRAPH_24 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
GRIDGEN_10 2843 48226 1 20000 268487243 0.27836358292207525 0.1998786867694704 1 86782 177116815 0.04232031555909827 0.18712578795576726 86782.0 922 1 1215712 0.02138831808585503 0.02477650832826009 1516631 0.006149307353031355 0.01893378781002529
GOTO_17 3078 108702 0 9999 364847766 0.3356739107150214 0.33147350022671496 1 144087 465106382 0.029695453695586283 0.16553862262642086 144087.0 1 3 5955 0.00038706532336691584 0.018023811978740836 1396345 0.454255035015516 0.30835466298722247
GRIDGRAPH_25 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
GOTO_20 3976 108102 0 9999 311280575 0.2879795990551674 0.3286304067286927 1 82233 351836095 0.03957860916516316 0.187315891536099 82233.0 1 3 5855 0.0002945911949685534 0.015858628536122372 1845373 0.4647094893635774 0.3080536165892405
GOTO_18 4098 121746 0 9999 322763991 0.2651391180219988 0.3241302855337663 1 78934 356368030 0.0370834322766233 0.17968661322806576 78934.0 1 3 7724 0.00037705638271906273 0.015632430345946306 1919519 0.46898717120830863 0.30199620623029216
GRIDGRAPH_26 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
NETGEN_13 3612 192254 1 10000 979671798 0.509571607352773 0.29374389917040317 1 98726 451054708 0.02376415051511286 0.1351167288841516 98726.0 1 3 460250 0.11451731170828477 0.10493872089604024 1793755 0.49674743838271945 0.290158326161557
GOTO_21 4767 128382 0 9999 373873125 0.29124839623280924 0.3290165739267901 1 87502 447091188 0.03979916801923035 0.18826050092380633 87502.0 1 3 6063 0.00025442719261435166 0.014483324817631645 2233838 0.46917206757743896 0.30445073959265256
NETGEN_17 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GRIDGEN_19 4019 116209 1 20000 598071657 0.25732587708353055 0.16290848587406007 1 28209 92986751 0.028365707397689136 0.10190797668485568 28209.0 433 2 938448 0.011678048780487804 0.018214219197135076 2054123 0.018122947074934746 0.01846384346517244
GOTO_23 814 15037 0 9996 35796552 0.23815173472461407 0.31463008511156376 1 23348 23005479 0.06552701668361438 0.22319859509200304 23348.0 1 3 5431 0.0013360393603936039 0.03504653792424718 349769 0.4315147163507743 0.3199161873224737
NETGEN_19 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GRIDGRAPH_27 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
GRIDGRAPH_19 2072 4101 2 9993 20366165 0.496962479929562 0.2886182491418454 1 1000 2068282 0.5043360156059498 0.2897567516397555 1903.0 1 70 5582324 0.3224635385205744 0.20790176454122533 1055380 0.5095992274263641 0.29097560413415763
GRIDGRAPH_28 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
NETGEN_15 2493 81887 1 10000 420763059 0.5138337697070353 0.29664163447952885 1 107599 308100512 0.03496787365087677 0.17102554173033202 107599.0 1 3 515509 0.12552522440742414 0.11059950347252198 1246719 0.5002885232744784 0.285872713786866
GOTO_19 4519 101181 0 9999 353146464 0.3490593907731865 0.3292607632106442 1 82398 389505472 0.046719471949598385 0.20578292489687508 82398.0 1 3 6720 0.0002974767596281541 0.01487511559680745 2029662 0.44968873255725844 0.31322681778544764
GRIDGEN_21 1540 50306 1 19992 266501887 0.26498681112806116 0.17660698726302945 1 40455 64430839 0.031659335461463545 0.13695766609293597 40455.0 908 2 335690 0.01091047205106864 0.026562118059542967 809792 0.013006566228578124 0.026171706082664017
GRIDGRAPH_30 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GRIDGEN_18 3191 136347 1 19998 727030550 0.26663705850734987 0.18067742997934755 1 284514 930754843 0.023993084109287664 0.14731737779918544 284514.0 1647 1 501765 0.007865441716585451 0.01857557658107175 1869969 0.0020603456374146283 0.017700657973856913
GRIDGEN_20 1121 177628 1 19996 892994242 0.2514166900982151 0.14997448605500105 1 13395 95710076 0.04022569137678785 0.05641503233139173 13395.0 67 1 65103 0.0029069653216357554 0.029853754182161997 563962 0.03759145203434117 0.035921711954218345
NETGEN_14 4788 165182 1 10000 849047206 0.5140070988364349 0.2966849208479845 1 278997 1415934206 0.03072421672609502 0.1674705443617144 278997.0 1 3 901234 0.09315535529540618 0.08472096976589662 2396782 0.5006856068518906 0.2885443371791153
GRIDGRAPH_29 4740 9419 1 10000 47132528 0.5003984287079308 0.28758440672297486 1 1000 4732321 0.5024228686697102 0.2880505115771957 572.0 1 104 12822497 0.32073719469739065 0.20195078771771768 2380635 0.5023496518252796 0.2884323110616143
GRIDGRAPH_33 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GRIDGRAPH_31 4622 9223 2 10000 46098413 0.49982015613141056 0.28762715139567546 1 1000 4613347 0.5002002602190176 0.28841581328538696 1561.0 1 78 12476170 0.31241440710608387 0.1998123038426636 2306464 0.4991265959748972 0.2876567874811515
GRIDGEN_22 639 111465 1 19998 562593005 0.2523883146848754 0.15151894725209572 1 33244 69449769 0.01874213283201726 0.06096600589021679 33244.0 295 1 46288 0.0036279490017967313 0.03951120729887173 365779 0.017245858398941768 0.03986643323854747
NETGEN_18 1182 30810 1 10000 160202857 0.5199703245699449 0.2997879889553624 1 30662 51061393 0.054050595227320794 0.18916841770533982 30662.0 1 3 293551 0.08672763037462781 0.084900512194548 573070 0.4852413209144793 0.29577937378033314
GRIDGRAPH_35 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
NETGEN_24 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
NETGEN_25 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GRIDGRAPH_36 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
NETGEN_20 3691 12105 2 10000 78738088 0.6504592152003305 0.3341288396213527 1 121150 451404318 0.3078062945921495 0.4584610772957624 121150.0 1 8 9218927 0.2521807005694969 0.1869682680509866 1867341 0.5060544715447155 0.2892566437887646
GOTO_24 2704 34825 0 9999 120603217 0.3463468155860812 0.32804855746685185 1 36677 104811956 0.08205893864682122 0.2663630358739337 36677.0 1 3 2517 0.15519792822789494 0.16716539291806584 909214 0.33670888794825166 0.3281802509164589
GRIDGRAPH_32 4286 8563 2 10000 42811713 0.499961613920355 0.28898207869503134 1 1000 4288623 0.5008318346373934 0.2865629900906965 450.0 1 69 11463717 0.3280178010704906 0.21201236940437043 2158180 0.503659276546091 0.28593876364757326
GRIDGRAPH_37 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
NETGEN_22 4338 20931 2 10000 126458103 0.6041665615594095 0.3272747675341732 1 105986 468072558 0.21099623248625105 0.40343093985348943 105986.0 1 6 6870241 0.1609530419221814 0.13206853045020972 2163210 0.4987802628545077 0.28730471130611557
GOTO_27 1367 19570 0 9996 60890743 0.31126780298220463 0.32654030710828086 1 25861 39472236 0.07799299335781164 0.2524948692046791 25861.0 1 3 5814 0.0008512445095168374 0.02704403995855451 608631 0.4464500010269441 0.3178810994173835
GRIDGRAPH_34 4528 9041 1 10000 45036814 0.4981397411790731 0.2895194943941103 1 1000 4524437 0.5004354606791285 0.2891417605653535 1756.0 1 74 12033387 0.2965016371375761 0.19217715118383083 2283513 0.5044208084824388 0.2916166539947377
GRIDGRAPH_38 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GRIDGEN_23 1461 126198 1 19998 644237315 0.25527415061035735 0.15726307390443872 1 101306 153763879 0.012027259636307465 0.08368686111874538 101306.0 714 2 130187 0.004458904794589048 0.026240905663209323 828939 0.005604470005292524 0.026184932994518184
NETGEN_21 2304 197394 1 10000 999321174 0.5062571172376059 0.2918762204460586 1 74431 268998281 0.01830887683345691 0.10675333821228726 74431.0 1 3 179568 0.07056230020649831 0.06580526200700332 1148688 0.49877898393399916 0.2852214446213958
GOTO_25 4908 59159 0 9999 221123237 0.3738152293567395 0.3273053526296903 1 43341 222627792 0.08682796595359435 0.27450986400942945 43341.0 1 3 13245 0.0005398410434073772 0.014286290519794844 2260416 0.4611124268756223 0.3033379357539508
NETGEN_26 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
GRIDGRAPH_39 4902 9800 1 10000 49381624 0.5038941224489796 0.2915537401685506 1 1000 4855196 0.49542816326530614 0.2875224387742063 1773.0 1 71 13274966 0.30362335548649727 0.19942964064775226 2408818 0.4914952050601918 0.2861770523152518
NETGEN_23 3100 101376 1 10000 524777935 0.5176550021701388 0.29724494297791015 1 204797 684075032 0.032949209347018824 0.17175940145674867 204797.0 1 2 657453 0.08335954750597664 0.07524834790400739 1561463 0.5038602775088739 0.2863644537211371
NETGEN_28 Features not determined due to ERROR: Parsing not possible Encountered unknown cs2 problem! Aborting: line 155566 of input - unbalanced problem
NETGEN_29 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GRIDGEN_25 474 32500 1 20000 169935920 0.2614398769230769 0.16803817624388057 1 45154 36793268 0.025071988170398057 0.11698727572647052 45154.0 261 1 72682 0.007683086680761099 0.04593325886506424 279100 0.013067799640057269 0.045855522132335735
GOTO_26 3777 161942 0 9999 635332753 0.3923604084358986 0.3268974490351062 1 293042 1132660632 0.023867692704891127 0.15080508437310505 293042.0 1 2 1103 0.04868467514124294 0.09492185137145841 1783261 0.4727346520249062 0.3089389875505262
GRIDGRAPH_40 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GOTO_12 1594 87330 0 9999 335474222 0.38418386897661483 0.32867061559949756 1 465541 753005114 0.018521515969253423 0.13344262421005515 465541.0 1 3 5467 0.0006863779033270559 0.025045754419431694 683913 0.42975367080828475 0.30850320085600336
GOTO_28 4949 113889 0 9999 390606703 0.3430057051837822 0.3306411874097594 1 81169 424157246 0.04588332851687771 0.20332332621380692 81169.0 1 3 6674 0.00026976556184316893 0.014214394290225862 2292614 0.46380535749977947 0.3087040275676997
NETGEN_32 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GOTO_30 3862 96005 0 9999 301942176 0.31453817325902167 0.33024425299091253 1 85663 351959010 0.04279617509847974 0.19588746511363714 85663.0 1 3 6037 0.00031271691271691273 0.01609095026867504 1822375 0.47246806506065764 0.3055563955945858
GRIDGRAPH_42 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
GRIDGRAPH_43 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
NETGEN_34 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GOTO_32 2105 80522 0 9999 337732040 0.419470227492683 0.3206802106614845 1 264318 566293390 0.026607262824771865 0.15924982386255665 264318.0 1 3 6070 0.0005769961977186312 0.02179446774842753 973036 0.4629325142633128 0.3090079473631036
GRIDGRAPH_44 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
GOTO_33 2594 76248 0 9999 199818276 0.26208983819376586 0.3233232287060626 1 74944 214160817 0.03747785178708276 0.18013661107242765 74944.0 1 3 6703 0.0005170073274199769 0.019647184796083097 1226036 0.4732985974790834 0.30192795959806923
GRIDGRAPH_45 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
GRIDGEN_24 4676 163117 1 20000 882238664 0.27043124383111505 0.18807526295388707 1 137022 697107049 0.031189610161418087 0.16336215689851535 137022.0 450 2 896603 0.009589336898395721 0.016293204980735172 2474557 0.0038630074392987522 0.0147209593200615
GRIDGRAPH_47 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
GRIDGRAPH_41 3332 6579 1 10000 32491996 0.4938743882048943 0.2874590404427581 1 1000 3301242 0.5017847697218423 0.2879920081397794 1982.0 1 112 8887983 0.2902178250901365 0.18691550739837742 1675871 0.5031134794356049 0.2907011622740013
NETGEN_35 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GRIDGRAPH_48 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
GOTO_31 4560 126767 0 9999 357874058 0.2823367666544909 0.326854927568215 1 82599 408431710 0.03900663176940355 0.18556155012826858 82599.0 1 3 6630 0.00029085325729326605 0.01480985610365966 2156095 0.4734049689083688 0.3018946070740591
NETGEN_27 2382 37740 1 10000 201701567 0.5344503630100689 0.30346607732590736 1 106775 272028503 0.0675060871330377 0.24204637584477195 106775.0 1 3 1030309 0.15571109232727184 0.1332352087532523 1190877 0.5001583368332633 0.2901066809144863
GOTO_37 584 4408 0 9995 12119740 0.2750862727189366 0.3154170597014034 1 10610 7123507 0.15231296964990396 0.3293537493470586 10610.0 1 3 5810 0.001993138936535163 0.04137147558858546 232667 0.3998855343620345 0.32379687955786074
GRIDGRAPH_49 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
NETGEN_36 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GRIDGRAPH_50 Features not determined due to ERROR: Parsing not possible There is no feasible solution! Jumping to next file.
GOTO_29 388 11022 0 9998 41989992 0.38104147775662917 0.32508412406783294 1 80296 32703661 0.036952349297980344 0.18299763938311572 80296.0 1 2 5312 0.002745219638242894 0.05075934299142131 152063 0.3945056712638669 0.3294220706387561
NETGEN_30 2664 177517 1 10000 901259653 0.5077032920790685 0.2930929002064409 1 26413 158070501 0.03371266993541548 0.11976483694498476 26413.0 1 2 248764 0.10799415670535426 0.09867254654382666 1338758 0.5027254975591439 0.2911725646207102
GRIDGEN_26 741 65468 1 19996 333945486 0.25509583953816484 0.15641072055080663 1 65459 61515971 0.014354545405440835 0.08147344428194214 65459.0 244 1 77780 0.005256456696744754 0.036726791075090505 443222 0.009149981647270026 0.03671344686492413
NETGEN_31 4869 199587 1 10000 1022400392 0.5122580087881475 0.29529397063317236 1 97486 572155281 0.029406234049131577 0.15350871791511808 97486.0 1 3 765020 0.10061000950049291 0.09430926927522719 2428992 0.4989712407559573 0.28801457539441877
GRIDGEN_30 481 98203 1 20000 496785675 0.252938135800332 0.15193193232258775 1 43079 66195172 0.01564717523562997 0.06322709049525797 43079.0 246 2 39589 0.004123854166666667 0.045527759832367454 275143 0.013306125567755364 0.045569541073513256
GOTO_34 944 44650 0 9999 175067288 0.39212720376180954 0.3269615681468354 1 389043 371220578 0.02137041588073072 0.14304605681343996 389043.0 1 2 5475 0.00116118769883351 0.032544285179537426 415760 0.4417743227706739 0.3126655400168889
GRIDGEN_27 3359 116995 2 20000 615885545 0.26321019915381 0.17354654955759755 1 296572 665783806 0.019188268187087413 0.1310198484771946 296572.0 802 2 659836 0.009824836212030971 0.018769999646673613 1997157 0.0020054016554153834 0.01725207945754845
GRIDGEN_29 1801 120289 1 19994 619533026 0.2575958490312933 0.16020216391743758 1 33123 95305653 0.023920105030329437 0.09322359352222533 33123.0 1042 2 196039 0.005447161926355685 0.023771024045037083 942569 0.015809239635432917 0.02473924564968705
GRIDGRAPH_51 Features not determined due to ERROR: Skipping instance, runtimes are 0 across the board
